Column1,id,county_new,county,year,NO2_annualMean,NO2_hrOver200,NO_annualMean,O3_annualMean,O3_daysOver120,O3_dailyMaxAnnualMean,O3_dailyHourlyMax,O3_daily8HrMax,PM10_annualMean,PM10_daysOver50,PM2_5_annualMean,BL,EWZ,Shape__Area,death_rate,cases,deaths,cases_per_100k,deaths_per_100k,fully_vaccinated,Population_density,NO2_totMean,NO_totMean,O3_totMean,PM10_totMean,PM2_5_totMean
904,234,Hamelin-Pyrmont,LK Hameln-Pyrmont,2014,18.30357549,0.007048046,9.215594245,51.00982212,1.676167533,75.94243801,179.4970165,162.2271121,18.26850998,8.481709292,13.47907996,Niedersachsen,148580,797238651.6,1.837972877,5604,103,3771.705479,69.32292368,0.699,186.3682847,18.07079974,9.246523027,51.26708583,17.85001994,13.22190043
905,234,Hamelin-Pyrmont,LK Hameln-Pyrmont,2015,17.7553152,0.006751369,8.938805176,51.38752451,1.830244955,76.18517388,179.5737521,162.3638208,17.66340892,6.412147263,13.09854606,Niedersachsen,148580,797238651.6,1.837972877,5604,103,3771.705479,69.32292368,0.699,186.3682847,18.07079974,9.246523027,51.26708583,17.85001994,13.22190043
906,234,Hamelin-Pyrmont,LK Hameln-Pyrmont,2016,18.10421073,0.006940165,8.907943812,50.89413237,1.628973815,75.86808832,179.4735125,162.1852384,17.7343838,6.412147263,13.15525074,Niedersachsen,148580,797238651.6,1.837972877,5604,103,3771.705479,69.32292368,0.699,186.3682847,18.07079974,9.246523027,51.26708583,17.85001994,13.22190043
907,234,Hamelin-Pyrmont,LK Hameln-Pyrmont,2017,17.73557888,0.006740689,8.881375934,51.47129062,1.864415953,76.23900737,179.5907704,162.3941398,17.79642359,5.723825774,13.16705538,Niedersachsen,148580,797238651.6,1.837972877,5604,103,3771.705479,69.32292368,0.699,186.3682847,18.07079974,9.246523027,51.26708583,17.85001994,13.22190043
908,234,Hamelin-Pyrmont,LK Hameln-Pyrmont,2018,17.523042,0.00662568,8.765640654,52.05771532,2.103638182,76.61588164,179.7099109,162.6063952,17.55572889,5.723825774,13.06040391,Niedersachsen,148580,797238651.6,1.837972877,5604,103,3771.705479,69.32292368,0.699,186.3682847,18.07079974,9.246523027,51.26708583,17.85001994,13.22190043
909,234,Hamelin-Pyrmont,LK Hameln-Pyrmont,2019,17.11399921,0.006404336,8.732956429,52.35636044,2.225465505,76.80781022,179.7705849,162.7144893,16.94413895,5.035504285,12.65635535,Niedersachsen,148580,797238651.6,1.837972877,5604,103,3771.705479,69.32292368,0.699,186.3682847,18.07079974,9.246523027,51.26708583,17.85001994,13.22190043
910,242,Harburg,LK Harburg,2010,17.1226051,0.006408993,9.210710685,49.62942576,1.113057731,75.05530644,179.2165693,161.72748,17.34005606,6.877739372,12.92996808,Niedersachsen,256016,1248268092,1.34308801,9158,123,3577.12018,48.04387226,0.699,205.0969673,16.45199154,8.39024115,50.26002811,17.10446757,12.76777186
911,242,Harburg,LK Harburg,2011,17.17782808,0.006438876,9.120902703,49.72848679,1.153468034,75.11896943,179.236695,161.763335,17.82223024,8.105896227,13.18594194,Niedersachsen,256016,1248268092,1.34308801,9158,123,3577.12018,48.04387226,0.699,205.0969673,16.45199154,8.39024115,50.26002811,17.10446757,12.76777186
912,242,Harburg,LK Harburg,2012,16.77536022,0.00622109,8.365733344,49.96836531,1.2513225,75.27313082,179.2854297,161.8501586,17.29271152,6.368994343,12.87790704,Niedersachsen,256016,1248268092,1.34308801,9158,123,3577.12018,48.04387226,0.699,205.0969673,16.45199154,8.39024115,50.26002811,17.10446757,12.76777186
913,242,Harburg,LK Harburg,2013,16.43483499,0.006036823,8.205389802,50.34594995,1.405351891,75.51579101,179.3621414,161.9868247,16.96203035,5.035504285,12.69537457,Niedersachsen,256016,1248268092,1.34308801,9158,123,3577.12018,48.04387226,0.699,205.0969673,16.45199154,8.39024115,50.26002811,17.10446757,12.76777186
914,242,Harburg,LK Harburg,2014,16.57038321,0.006110172,8.309966415,50.11332039,1.31045452,75.36628828,179.3148794,161.9026248,17.42180083,8.825308054,12.96681824,Niedersachsen,256016,1248268092,1.34308801,9158,123,3577.12018,48.04387226,0.699,205.0969673,16.45199154,8.39024115,50.26002811,17.10446757,12.76777186
915,242,Harburg,LK Harburg,2015,16.20630287,0.005913159,8.228589562,50.34509689,1.405003897,75.51524278,179.3619681,161.9865159,17.05469387,5.649582648,12.71705124,Niedersachsen,256016,1248268092,1.34308801,9158,123,3577.12018,48.04387226,0.699,205.0969673,16.45199154,8.39024115,50.26002811,17.10446757,12.76777186
916,242,Harburg,LK Harburg,2016,16.57605092,0.006113239,8.401263953,49.86622967,1.209657957,75.20749187,179.2646794,161.8131908,16.94986,6.26366101,12.68666496,Niedersachsen,256016,1248268092,1.34308801,9158,123,3577.12018,48.04387226,0.699,205.0969673,16.45199154,8.39024115,50.26002811,17.10446757,12.76777186
917,242,Harburg,LK Harburg,2017,16.21122344,0.005915821,8.218518487,50.4199833,1.435552567,75.56336961,179.3771823,162.0136209,17.00556494,5.649582648,12.691531,Niedersachsen,256016,1248268092,1.34308801,9158,123,3577.12018,48.04387226,0.699,205.0969673,16.45199154,8.39024115,50.26002811,17.10446757,12.76777186
918,242,Harburg,LK Harburg,2018,15.77628577,0.005680466,7.820150459,50.98682798,1.666787453,75.92766049,179.4923449,162.2187894,16.6890235,6.26366101,12.53952167,Niedersachsen,256016,1248268092,1.34308801,9158,123,3577.12018,48.04387226,0.699,205.0969673,16.45199154,8.39024115,50.26002811,17.10446757,12.76777186
919,242,Harburg,LK Harburg,2019,15.6690408,0.005622433,8.021186094,51.1965951,1.752358471,76.06247035,179.5349621,162.2947142,16.50670434,5.035504285,12.38693983,Niedersachsen,256016,1248268092,1.34308801,9158,123,3577.12018,48.04387226,0.699,205.0969673,16.45199154,8.39024115,50.26002811,17.10446757,12.76777186
920,228,Osterode,LK Harz,2010,11.10705,0,2.857176,57.58101,2.177760142,76.73265448,179.7468261,162.6721616,19.20413,12,14.96516,Sachsen-Anhalt,210975,2107253324,2.799363355,10681,299,5062.685152,141.722953,0.645,100.1184801,11.43708883,4.696164468,59.37297,16.647951,11.7365035
921,228,Osterode,LK Harz,2011,9.989131,0,2.735702,59.30962,2.290274401,76.90991112,179.8028619,162.7719924,21.0846,16.33333,12.29187,Sachsen-Anhalt,210975,2107253324,2.799363355,10681,299,5062.685152,141.722953,0.645,100.1184801,11.43708883,4.696164468,59.37297,16.647951,11.7365035
922,228,Osterode,LK Harz,2012,9.942447,0,1.938588,58.33089,2.439441559,77.14491128,179.877152,162.9043444,18.60602,6.333333,10.92095,Sachsen-Anhalt,210975,2107253324,2.799363355,10681,299,5062.685152,141.722953,0.645,100.1184801,11.43708883,4.696164468,59.37297,16.647951,11.7365035
923,228,Osterode,LK Harz,2013,19.82169126,0.007869537,9.731800675,59.4654,2.5,80.94499,165.9626,157.2043,12.63985,0,9.999508,Sachsen-Anhalt,210975,2107253324,2.799363355,10681,299,5062.685152,141.722953,0.645,100.1184801,11.43708883,4.696164468,59.37297,16.647951,11.7365035
924,228,Osterode,LK Harz,2014,11.26119,0,5.856608,56.51813,3.25,78.4862,166.5948,157.9857,19.1562,9.666667,14.57349,Sachsen-Anhalt,210975,2107253324,2.799363355,10681,299,5062.685152,141.722953,0.645,100.1184801,11.43708883,4.696164468,59.37297,16.647951,11.7365035
925,228,Osterode,LK Harz,2015,10.73994,0,5.567455,60.5719,5.25,82.32628,192.1504,176.9518,16.91001,5.333333,12.53578,Sachsen-Anhalt,210975,2107253324,2.799363355,10681,299,5062.685152,141.722953,0.645,100.1184801,11.43708883,4.696164468,59.37297,16.647951,11.7365035
926,228,Osterode,LK Harz,2016,11.62947,0,5.909861,56.20445,4.5,77.11239,164.9014,152.5083,16.54604,5,12.74697,Sachsen-Anhalt,210975,2107253324,2.799363355,10681,299,5062.685152,141.722953,0.645,100.1184801,11.43708883,4.696164468,59.37297,16.647951,11.7365035
927,228,Osterode,LK Harz,2017,10.75852,0,5.008692,58.08924,1.5,79.04651,153.7624,142.9378,14.04831,5.666667,9.79572,Sachsen-Anhalt,210975,2107253324,2.799363355,10681,299,5062.685152,141.722953,0.645,100.1184801,11.43708883,4.696164468,59.37297,16.647951,11.7365035
928,228,Osterode,LK Harz,2018,10.86353,0,5.339306,64.8595,10.5,88.13892,182.7297,172.4838,15.76539,3.333333,11.35554,Sachsen-Anhalt,210975,2107253324,2.799363355,10681,299,5062.685152,141.722953,0.645,100.1184801,11.43708883,4.696164468,59.37297,16.647951,11.7365035
929,228,Osterode,LK Harz,2019,8.257919,0,2.016456,62.79956,5.5,84.2968,192.9075,175.0281,12.51896,0.6666667,8.180047,Sachsen-Anhalt,210975,2107253324,2.799363355,10681,299,5062.685152,141.722953,0.645,100.1184801,11.43708883,4.696164468,59.37297,16.647951,11.7365035
930,164,Havelland,LK Havelland,2010,13.06502,0,4.034026,51.69217,1.848790396,76.21439064,179.5829883,162.3802756,26.70146,28,20.64005,Brandenburg,164693,1728706471,2.336963171,8173,191,4962.566715,115.9733565,0.617,95.26949931,14.165042,6.5055226,50.964007,19.62173384,14.58916996
931,164,Havelland,LK Havelland,2011,14.73166,0,3.809007,51.73014,1.933213206,76.34739159,179.6250337,162.4551817,24.05927,31,18.79666,Brandenburg,164693,1728706471,2.336963171,8173,191,4962.566715,115.9733565,0.617,95.26949931,14.165042,6.5055226,50.964007,19.62173384,14.58916996
932,164,Havelland,LK Havelland,2012,14.84217,0,3.303843,49.87472,2.064387954,76.55404625,179.690363,162.5715695,17.62611,5,12.52278,Brandenburg,164693,1728706471,2.336963171,8173,191,4962.566715,115.9733565,0.617,95.26949931,14.165042,6.5055226,50.964007,19.62173384,14.58916996
933,164,Havelland,LK Havelland,2013,17.28136997,0.006494905,2.144112,52.99089,0,76.93923,163.28,150.0188,17.80914838,5.576487842,13.21138955,Brandenburg,164693,1728706471,2.336963171,8173,191,4962.566715,115.9733565,0.617,95.26949931,14.165042,6.5055226,50.964007,19.62173384,14.58916996
934,164,Havelland,LK Havelland,2014,14.34091,0,9.048465,49.00618,0,72.03868,178.53,163.5825,19.86989,11,15.81206,Brandenburg,164693,1728706471,2.336963171,8173,191,4962.566715,115.9733565,0.617,95.26949931,14.165042,6.5055226,50.964007,19.62173384,14.58916996
935,164,Havelland,LK Havelland,2015,13.35914,0,11.56305,49.83678,0,71.21438,171.43,158.26,18.662,5,13.14732,Brandenburg,164693,1728706471,2.336963171,8173,191,4962.566715,115.9733565,0.617,95.26949931,14.165042,6.5055226,50.964007,19.62173384,14.58916996
936,164,Havelland,LK Havelland,2016,14.30131,0,9.782663,49.52532,0,71.75374,167.26,144.9437,17.84056,4,12.73077,Brandenburg,164693,1728706471,2.336963171,8173,191,4962.566715,115.9733565,0.617,95.26949931,14.165042,6.5055226,50.964007,19.62173384,14.58916996
937,164,Havelland,LK Havelland,2017,13.28197,0,8.436342,50.3025,0,71.93145,146.64,135.93,17.15532,6,14.2081,Brandenburg,164693,1728706471,2.336963171,8173,191,4962.566715,115.9733565,0.617,95.26949931,14.165042,6.5055226,50.964007,19.62173384,14.58916996
938,164,Havelland,LK Havelland,2018,13.81477,0,9.963896,56.56299,0,81.19698,173.5,157.175,21.38985,5,14.22073,Brandenburg,164693,1728706471,2.336963171,8173,191,4962.566715,115.9733565,0.617,95.26949931,14.165042,6.5055226,50.964007,19.62173384,14.58916996
939,164,Havelland,LK Havelland,2019,12.6321,0,2.969822,48.11838,0,70.91323,165.15,157.575,15.10373,1.5,10.60184,Brandenburg,164693,1728706471,2.336963171,8173,191,4962.566715,115.9733565,0.617,95.26949931,14.165042,6.5055226,50.964007,19.62173384,14.58916996
940,148,Haßberge,LK Haßberge,2010,19.58956406,0.007743927,10.96555509,51.32891336,1.806335509,76.14750658,179.5618444,162.3426066,18.40699415,5.035504285,13.59737467,Bayern,84275,956058894,1.672727273,5500,92,6526.253337,109.1664195,0.663,88.14833535,18.78191553,9.948378969,52.13633265,17.99412999,13.33729227
941,148,Haßberge,LK Haßberge,2011,19.55513429,0.007725296,11.1194925,51.68855802,1.953046585,76.37863739,179.6349113,162.4727793,18.51845256,5.903746221,13.65133442,Bayern,84275,956058894,1.672727273,5500,92,6526.253337,109.1664195,0.663,88.14833535,18.78191553,9.948378969,52.13633265,17.99412999,13.33729227
942,148,Haßberge,LK Haßberge,2012,18.98225093,0.007415295,10.04729687,52.03153835,2.092959722,76.59905863,179.7045927,162.5969205,18.27024208,5.967437341,13.50386517,Bayern,84275,956058894,1.672727273,5500,92,6526.253337,109.1664195,0.663,88.14833535,18.78191553,9.948378969,52.13633265,17.99412999,13.33729227
943,148,Haßberge,LK Haßberge,2013,18.8050371,0.0073194,9.596811559,51.85515109,2.021005463,76.48570082,179.6687571,162.5330774,17.9836165,5.758939094,13.34584636,Bayern,84275,956058894,1.672727273,5500,92,6526.253337,109.1664195,0.663,88.14833535,18.78191553,9.948378969,52.13633265,17.99412999,13.33729227
944,148,Haßberge,LK Haßberge,2014,19.11253306,0.007485793,9.980224577,51.79891903,1.998066527,76.44956248,179.6573327,162.5127243,18.3478627,8.101089356,13.55227669,Bayern,84275,956058894,1.672727273,5500,92,6526.253337,109.1664195,0.663,88.14833535,18.78191553,9.948378969,52.13633265,17.99412999,13.33729227
945,148,Haßberge,LK Haßberge,2015,18.70156396,0.007263408,9.79252317,52.19486808,2.159587376,76.70402483,179.7377754,162.6560374,17.82100454,5.22898104,13.23221519,Bayern,84275,956058894,1.672727273,5500,92,6526.253337,109.1664195,0.663,88.14833535,18.78191553,9.948378969,52.13633265,17.99412999,13.33729227
946,148,Haßberge,LK Haßberge,2016,18.664313,0.00724325,9.694178951,51.80703409,2.001376931,76.45477774,179.6589814,162.5156615,17.8088535,6.482373903,13.22542181,Bayern,84275,956058894,1.672727273,5500,92,6526.253337,109.1664195,0.663,88.14833535,18.78191553,9.948378969,52.13633265,17.99412999,13.33729227
947,148,Haßberge,LK Haßberge,2017,18.27840144,0.007034424,9.539196516,52.43282221,2.256656815,76.85694947,179.7861192,162.7421645,17.90185995,6.627181056,13.26167997,Bayern,84275,956058894,1.672727273,5500,92,6526.253337,109.1664195,0.663,88.14833535,18.78191553,9.948378969,52.13633265,17.99412999,13.33729227
948,148,Haßberge,LK Haßberge,2018,18.21812967,0.007001809,9.318642024,52.99925594,2.487724063,77.22097626,179.9011983,162.9471842,17.84479552,5.758939094,13.25896645,Bayern,84275,956058894,1.672727273,5500,92,6526.253337,109.1664195,0.663,88.14833535,18.78191553,9.948378969,52.13633265,17.99412999,13.33729227
949,148,Haßberge,LK Haßberge,2019,17.9122278,0.006836278,9.429868435,53.22626635,2.580329193,77.36686776,179.9473187,163.0293502,17.03761835,5.153272743,12.74394195,Bayern,84275,956058894,1.672727273,5500,92,6526.253337,109.1664195,0.663,88.14833535,18.78191553,9.948378969,52.13633265,17.99412999,13.33729227
950,247,Soltau-Fallingbostel,LK Heidekreis,2010,14.11498,0,2.425884,48.63887,0.893655685,74.70965719,179.1072999,161.5328105,20.44995,14,12.83034507,Niedersachsen,140885,1880710350,2.58319758,4297,111,3050.005323,78.7876637,0.699,74.91052517,13.224716,5.7251757,48.89754993,17.881554,12.66575543
951,247,Soltau-Fallingbostel,LK Heidekreis,2011,12.99462,0,3.142723,45.3692,0.912842247,74.73988398,179.1168554,161.5498342,20.76991,18,13.03404747,Niedersachsen,140885,1880710350,2.58319758,4297,111,3050.005323,78.7876637,0.699,74.91052517,13.224716,5.7251757,48.89754993,17.881554,12.66575543
952,247,Soltau-Fallingbostel,LK Heidekreis,2012,14.08679,0,2.63808,43.73327,1.024832332,74.91631483,179.1726302,161.6492,17.50255,6,12.77716682,Niedersachsen,140885,1880710350,2.58319758,4297,111,3050.005323,78.7876637,0.699,74.91052517,13.224716,5.7251757,48.89754993,17.881554,12.66575543
953,247,Soltau-Fallingbostel,LK Heidekreis,2013,14.47496,0,2.870994,49.69444933,1.139583017,75.09709477,179.2297798,161.7510152,17.1703,3,12.59869815,Niedersachsen,140885,1880710350,2.58319758,4297,111,3050.005323,78.7876637,0.699,74.91052517,13.224716,5.7251757,48.89754993,17.881554,12.66575543
954,247,Soltau-Fallingbostel,LK Heidekreis,2014,14.08013,0,8.773328,47.66254,0,70.70362,153.936,144.2848,19.8141,13,12.86896012,Niedersachsen,140885,1880710350,2.58319758,4297,111,3050.005323,78.7876637,0.699,74.91052517,13.224716,5.7251757,48.89754993,17.881554,12.66575543
955,247,Soltau-Fallingbostel,LK Heidekreis,2015,13.07663,0,8.747468,49.42456,1,71.88126,193.874,170.8628,17.45846,8,12.59995127,Niedersachsen,140885,1880710350,2.58319758,4297,111,3050.005323,78.7876637,0.699,74.91052517,13.224716,5.7251757,48.89754993,17.881554,12.66575543
956,247,Soltau-Fallingbostel,LK Heidekreis,2016,13.42952,0,9.294023,48.09165,2,70.52267,213.599,167.5933,16.42379,4,12.60070071,Niedersachsen,140885,1880710350,2.58319758,4297,111,3050.005323,78.7876637,0.699,74.91052517,13.224716,5.7251757,48.89754993,17.881554,12.66575543
957,247,Soltau-Fallingbostel,LK Heidekreis,2017,12.49345,0,8.98825,48.21577,0,70.69731,143.044,124.3021,16.98449,8,12.60375091,Niedersachsen,140885,1880710350,2.58319758,4297,111,3050.005323,78.7876637,0.699,74.91052517,13.224716,5.7251757,48.89754993,17.881554,12.66575543
958,247,Soltau-Fallingbostel,LK Heidekreis,2018,12.2794,0,8.059089,56.64781,1,81.66037,176.783,168.8,17.26475,5,12.47730032,Niedersachsen,140885,1880710350,2.58319758,4297,111,3050.005323,78.7876637,0.699,74.91052517,13.224716,5.7251757,48.89754993,17.881554,12.66575543
959,247,Soltau-Fallingbostel,LK Heidekreis,2019,11.21668,0,2.311918,51.49738,0,76.31881,186.808,159.0226,14.97724,3,12.26663349,Niedersachsen,140885,1880710350,2.58319758,4297,111,3050.005323,78.7876637,0.699,74.91052517,13.224716,5.7251757,48.89754993,17.881554,12.66575543
960,60,Heidenheim,LK Heidenheim,2010,18.58151113,0.007198444,12.4000017,49.72675273,1.152760655,75.11785502,179.2363427,161.7627073,17.88455596,6.229192739,13.3063443,Baden-WâˆšÂºrttemberg,132812,627021906.9,1.861480865,9616,179,7240.309611,134.776978,0.662,211.813971,17.87730375,10.44957719,50.39144567,17.27608806,12.93486047
961,60,Heidenheim,LK Heidenheim,2011,18.65670874,0.007239135,11.61482572,49.99815001,1.263472673,75.29227238,179.2914809,161.8609391,17.77548348,6.826036966,13.2378536,Baden-WâˆšÂºrttemberg,132812,627021906.9,1.861480865,9616,179,7240.309611,134.776978,0.662,211.813971,17.87730375,10.44957719,50.39144567,17.27608806,12.93486047
962,60,Heidenheim,LK Heidenheim,2012,18.06545703,0.006919194,10.24226438,50.33623068,1.401387076,75.50954478,179.3601668,161.9833068,17.48134022,5.632348512,13.06103757,Baden-WâˆšÂºrttemberg,132812,627021906.9,1.861480865,9616,179,7240.309611,134.776978,0.662,211.813971,17.87730375,10.44957719,50.39144567,17.27608806,12.93486047
963,60,Heidenheim,LK Heidenheim,2013,17.87603631,0.006816694,10.20432952,50.21686292,1.352692978,75.43283138,179.3359155,161.9401019,17.28736968,5.632348512,12.95000137,Baden-WâˆšÂºrttemberg,132812,627021906.9,1.861480865,9616,179,7240.309611,134.776978,0.662,211.813971,17.87730375,10.44957719,50.39144567,17.27608806,12.93486047
964,60,Heidenheim,LK Heidenheim,2014,18.2287593,0.007007561,10.47882274,50.09053148,1.301158163,75.35164266,179.3102495,161.8943764,17.480066,5.632348512,13.05435502,Baden-WâˆšÂºrttemberg,132812,627021906.9,1.861480865,9616,179,7240.309611,134.776978,0.662,211.813971,17.87730375,10.44957719,50.39144567,17.27608806,12.93486047
965,60,Heidenheim,LK Heidenheim,2015,18.00871062,0.006888487,11.12361747,50.30445876,1.388426246,75.4891261,179.3537119,161.971807,17.26266625,5.632348512,12.9288155,Baden-WâˆšÂºrttemberg,132812,627021906.9,1.861480865,9616,179,7240.309611,134.776978,0.662,211.813971,17.87730375,10.44957719,50.39144567,17.27608806,12.93486047
966,60,Heidenheim,LK Heidenheim,2016,17.76662944,0.006757491,10.0255606,50.05675697,1.287380411,75.32993699,179.3033877,161.8821518,17.15397297,6.229192739,12.86081929,Baden-WâˆšÂºrttemberg,132812,627021906.9,1.861480865,9616,179,7240.309611,134.776978,0.662,211.813971,17.87730375,10.44957719,50.39144567,17.27608806,12.93486047
967,60,Heidenheim,LK Heidenheim,2017,17.22350704,0.006463594,9.805479186,50.7923197,1.587441026,75.80265695,179.4528278,162.1483874,17.04138072,7.422881062,12.78518093,Baden-WâˆšÂºrttemberg,132812,627021906.9,1.861480865,9616,179,7240.309611,134.776978,0.662,211.813971,17.87730375,10.44957719,50.39144567,17.27608806,12.93486047
968,60,Heidenheim,LK Heidenheim,2018,17.39986429,0.006559025,9.230907063,51.06814892,1.699960981,75.97992256,179.5088664,162.2482233,17.065126,5.632348512,12.81569092,Baden-WâˆšÂºrttemberg,132812,627021906.9,1.861480865,9616,179,7240.309611,134.776978,0.662,211.813971,17.87730375,10.44957719,50.39144567,17.27608806,12.93486047
969,60,Heidenheim,LK Heidenheim,2019,16.96585355,0.006324171,9.369963547,51.32424453,1.80443094,76.14450609,179.5608959,162.3409167,16.32891934,5.035504285,12.34850615,Baden-WâˆšÂºrttemberg,132812,627021906.9,1.861480865,9616,179,7240.309611,134.776978,0.662,211.813971,17.87730375,10.44957719,50.39144567,17.27608806,12.93486047
970,62,Heilbronn,LK Heilbronn,2010,20.02509453,0.007979604,13.77697459,50.19546787,1.34396522,75.41908154,179.3315688,161.932358,18.9595591,10.50529569,13.9391123,Baden-WâˆšÂºrttemberg,346363,1097973308,0.953654958,23174,221,6690.668461,63.80589151,0.662,315.4566667,18.85822993,10.94137266,50.99494569,17.97388752,13.3413549
971,62,Heilbronn,LK Heilbronn,2011,20.1397731,0.008041659,13.07912723,50.39954137,1.427213622,75.55023231,179.3730292,162.006222,18.83557186,7.320166903,13.86124424,Baden-WâˆšÂºrttemberg,346363,1097973308,0.953654958,23174,221,6690.668461,63.80589151,0.662,315.4566667,18.85822993,10.94137266,50.99494569,17.97388752,13.3413549
972,62,Heilbronn,LK Heilbronn,2012,19.26659659,0.007569161,11.03434369,50.86564798,1.617354081,75.84978242,179.4677254,162.1749285,18.35634229,6.100497987,13.57241975,Baden-WâˆšÂºrttemberg,346363,1097973308,0.953654958,23174,221,6690.668461,63.80589151,0.662,315.4566667,18.85822993,10.94137266,50.99494569,17.97388752,13.3413549
973,62,Heilbronn,LK Heilbronn,2013,19.04025969,0.007446685,10.60333181,50.7487333,1.569660679,75.77464553,179.4439726,162.1326114,18.08912964,5.81971793,13.41982821,Baden-WâˆšÂºrttemberg,346363,1097973308,0.953654958,23174,221,6690.668461,63.80589151,0.662,315.4566667,18.85822993,10.94137266,50.99494569,17.97388752,13.3413549
974,62,Heilbronn,LK Heilbronn,2014,19.36909647,0.007624626,11.29986806,50.62873261,1.520708386,75.69752535,179.4195927,162.0891774,18.30275335,7.532968644,13.53382263,Baden-WâˆšÂºrttemberg,346363,1097973308,0.953654958,23174,221,6690.668461,63.80589151,0.662,315.4566667,18.85822993,10.94137266,50.99494569,17.97388752,13.3413549
975,62,Heilbronn,LK Heilbronn,2015,18.90008592,0.007370833,11.0249757,50.94041432,1.64785377,75.89783209,179.4829153,162.20199,17.84141753,5.703465139,13.26560185,Baden-WâˆšÂºrttemberg,346363,1097973308,0.953654958,23174,221,6690.668461,63.80589151,0.662,315.4566667,18.85822993,10.94137266,50.99494569,17.97388752,13.3413549
976,62,Heilbronn,LK Heilbronn,2016,18.61654428,0.007217401,10.26505664,50.60365397,1.51047797,75.6814082,179.4144976,162.0801002,17.79967863,6.371425992,13.23548696,Baden-WâˆšÂºrttemberg,346363,1097973308,0.953654958,23174,221,6690.668461,63.80589151,0.662,315.4566667,18.85822993,10.94137266,50.99494569,17.97388752,13.3413549
977,62,Heilbronn,LK Heilbronn,2017,17.98049968,0.006873222,9.836033969,51.47414209,1.86557916,76.24083991,179.5913497,162.3951719,17.54216844,5.597064321,13.0737581,Baden-WâˆšÂºrttemberg,346363,1097973308,0.953654958,23174,221,6690.668461,63.80589151,0.662,315.4566667,18.85822993,10.94137266,50.99494569,17.97388752,13.3413549
978,62,Heilbronn,LK Heilbronn,2018,17.96761121,0.006866247,9.197497382,51.87704365,2.02993617,76.49977039,179.6732049,162.5410014,17.36472887,6.090646067,12.98724816,Baden-WâˆšÂºrttemberg,346363,1097973308,0.953654958,23174,221,6690.668461,63.80589151,0.662,315.4566667,18.85822993,10.94137266,50.99494569,17.97388752,13.3413549
979,62,Heilbronn,LK Heilbronn,2019,17.27673786,0.006492398,9.296517504,52.21607977,2.168240333,76.71765683,179.7420849,162.6637149,16.64752545,5.035504285,12.52502679,Baden-WâˆšÂºrttemberg,346363,1097973308,0.953654958,23174,221,6690.668461,63.80589151,0.662,315.4566667,18.85822993,10.94137266,50.99494569,17.97388752,13.3413549
980,290,Heinsberg,LK Heinsberg,2010,20.95520207,0.008482908,15.43212499,48.94331687,0.833170989,74.6143687,179.0771765,161.4791441,19.64282299,16.23633654,14.31021718,Nordrhein-Westfalen,256458,627310851.2,2.663920813,15053,401,5869.577085,156.3608856,0.715,408.8212399,19.49100495,12.28594379,49.71368952,18.66438681,13.7027571
981,290,Heinsberg,LK Heinsberg,2011,20.76531436,0.008380155,15.09419411,49.02277856,0.865586069,74.6654359,179.0933203,161.5079051,19.69816239,22.8250607,14.32509443,Nordrhein-Westfalen,256458,627310851.2,2.663920813,15053,401,5869.577085,156.3608856,0.715,408.8212399,19.49100495,12.28594379,49.71368952,18.66438681,13.7027571
982,290,Heinsberg,LK Heinsberg,2012,20.1291119,0.00803589,13.07165593,49.26314575,0.963639877,74.81991133,179.1421543,161.5949056,19.24932714,13.60084635,14.0508389,Nordrhein-Westfalen,256458,627310851.2,2.663920813,15053,401,5869.577085,156.3608856,0.715,408.8212399,19.49100495,12.28594379,49.71368952,18.66438681,13.7027571
983,290,Heinsberg,LK Heinsberg,2013,19.86819859,0.007894703,12.93605968,49.52009164,1.068456691,74.9850413,179.1943565,161.6879067,18.89439288,10.3064844,13.85837565,Nordrhein-Westfalen,256458,627310851.2,2.663920813,15053,401,5869.577085,156.3608856,0.715,408.8212399,19.49100495,12.28594379,49.71368952,18.66438681,13.7027571
984,290,Heinsberg,LK Heinsberg,2014,19.63777863,0.007770017,12.20415886,49.64302152,1.118603897,75.06404395,179.2193315,161.732401,19.05783532,12.28310178,13.93265355,Nordrhein-Westfalen,256458,627310851.2,2.663920813,15053,401,5869.577085,156.3608856,0.715,408.8212399,19.49100495,12.28594379,49.71368952,18.66438681,13.7027571
985,290,Heinsberg,LK Heinsberg,2015,18.93131389,0.007387731,11.35288751,49.78435258,1.176257558,75.15487239,179.2480449,161.7835555,18.43799991,9.64761146,13.56210103,Nordrhein-Westfalen,256458,627310851.2,2.663920813,15053,401,5869.577085,156.3608856,0.715,408.8212399,19.49100495,12.28594379,49.71368952,18.66438681,13.7027571
986,290,Heinsberg,LK Heinsberg,2016,19.29216278,0.007582996,11.31938296,49.39569298,1.017710321,74.90509471,179.1690832,161.6428808,18.53920237,8.329866628,13.62263636,Nordrhein-Westfalen,256458,627310851.2,2.663920813,15053,401,5869.577085,156.3608856,0.715,408.8212399,19.49100495,12.28594379,49.71368952,18.66438681,13.7027571
987,290,Heinsberg,LK Heinsberg,2017,19.01894691,0.007435152,10.91082308,49.96428893,1.249659609,75.27051107,179.2846015,161.8486831,18.25814851,6.353249249,13.44375473,Nordrhein-Westfalen,256458,627310851.2,2.663920813,15053,401,5869.577085,156.3608856,0.715,408.8212399,19.49100495,12.28594379,49.71368952,18.66438681,13.7027571
